referrer,views_total,views_unique
Google,145,38
github.com,60,10
addaxdatascience.com,40,14
DuckDuckGo,16,2
forum.addaxai.com,14,7
Bing,6,6
Baidu,2,2
wildlabs.net,2,2
zenodo.org,2,2
chatgpt.com,2,1
