time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-10 00:00:00+00:00,4,3,76,19
2025-09-11 00:00:00+00:00,5,5,12,10
2025-09-12 00:00:00+00:00,14,9,46,17
2025-09-13 00:00:00+00:00,6,6,4,4
2025-09-14 00:00:00+00:00,5,4,11,8
2025-09-15 00:00:00+00:00,32,18,103,21
2025-09-16 00:00:00+00:00,7,4,29,14
2025-09-17 00:00:00+00:00,25,18,61,15
2025-09-18 00:00:00+00:00,19,16,56,12
2025-09-19 00:00:00+00:00,34,17,58,15
2025-09-20 00:00:00+00:00,11,11,23,10
2025-09-21 00:00:00+00:00,6,6,35,8
2025-09-22 00:00:00+00:00,9,8,42,14
2025-09-23 00:00:00+00:00,27,8,21,11
