referrer,views_total,views_unique
github.com,113,16
Google,100,31
addaxdatascience.com,50,20
Bing,24,11
forum.addaxai.com,7,2
perplexity.ai,5,1
wildlabs.net,3,2
chatgpt.com,1,1
wadas.it,1,1
yandex.ru,1,1
