time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,11,9,19,11
2025-04-20 00:00:00+00:00,7,4,6,4
2025-04-21 00:00:00+00:00,6,3,17,9
2025-04-22 00:00:00+00:00,6,4,47,14
2025-04-23 00:00:00+00:00,7,4,28,16
2025-04-24 00:00:00+00:00,6,4,45,21
2025-04-25 00:00:00+00:00,7,4,23,13
2025-04-26 00:00:00+00:00,2,2,7,6
2025-04-27 00:00:00+00:00,6,4,15,7
2025-04-28 00:00:00+00:00,7,4,82,29
2025-04-29 00:00:00+00:00,11,4,50,18
2025-04-30 00:00:00+00:00,27,11,133,15
2025-05-01 00:00:00+00:00,7,5,110,18
2025-05-02 00:00:00+00:00,6,3,31,18
