referrer,views_total,views_unique
Google,119,36
github.com,50,10
addaxdatascience.com,33,9
forum.addaxai.com,15,1
Bing,14,3
facebook.com,3,3
chatgpt.com,3,2
cn.bing.com,3,1
slunecnice.cz,3,1
m365.cloud.microsoft,2,2
