url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,150,82
/PetervanLunteren/AddaxAI/actions,55,1
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,48,21
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,46,26
/PetervanLunteren/addaxai,39,1
/PetervanLunteren/AddaxAI/tree/main,32,16
/PetervanLunteren/AddaxAI/issues,29,13
/PetervanLunteren/AddaxAI/blob/main/.github/workflows/build-macos-release.yml,27,3
/PetervanLunteren/AddaxAI/activity,23,1
/PetervanLunteren/AddaxAI/tree/JOSS-submission,20,2
