url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,107,47
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,44,28
/PetervanLunteren/AddaxAI/pulls,35,8
/PetervanLunteren/AddaxAI/issues,34,12
/PetervanLunteren/AddaxAI/tree/main,31,10
/PetervanLunteren/AddaxAI/issues/80,29,1
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,26,13
/PetervanLunteren/AddaxAI/tree/main/install_files,20,10
/PetervanLunteren/AddaxAI/tree/main/classification_utils,15,8
/PetervanLunteren/AddaxAI/issues/56,13,10
