referrer,views_total,views_unique
github.com,61,8
Google,59,26
addaxdatascience.com,50,16
Bing,23,7
slunecnice.cz,4,2
ecosia.org,4,1
linkedin.com,4,1
facebook.com,3,3
chatgpt.com,3,3
forum.addaxai.com,2,2
