referrer,views_total,views_unique
Google,67,24
addaxdatascience.com,47,19
github.com,27,10
forum.addaxai.com,18,8
statics.teams.cdn.office.net,8,3
pub.towardsai.net,6,2
jules.google.com,5,1
Bing,4,4
chatgpt.com,3,3
ya.ru,3,2
