referrer,views_total,views_unique
Google,56,29
addaxdatascience.com,45,11
github.com,38,15
wildlabs.net,16,3
statics.teams.cdn.office.net,11,2
forum.addaxai.com,7,6
Bing,5,3
nl.search.yahoo.com,5,1
mail.ru,4,2
claude.ai,3,2
