referrer,views_total,views_unique
github.com,122,26
Google,60,29
addaxdatascience.com,41,17
yandex.ru,15,3
web.telegram.org,14,5
Bing,13,6
mail.google.com,5,1
towardsai.net,4,1
pub.towardsai.net,3,2
wildlabs.net,2,2
