referrer,views_total,views_unique
Google,165,48
github.com,79,15
Bing,28,4
addaxdatascience.com,22,8
statics.teams.cdn.office.net,8,2
wildlabs.net,8,2
towardsai.net,7,2
forum.addaxai.com,5,4
opensustain.tech,4,1
yandex.ru,3,1
