referrer,views_total,views_unique
addaxdatascience.com,102,17
github.com,72,26
Google,60,27
Bing,30,4
ukc-excel.officeapps.live.com,27,2
wildlabs.net,9,5
statics.teams.cdn.office.net,2,2
mail.google.com,2,1
com.google.android.gm,1,1
theoj.org,1,1
