referrer,views_total,views_unique
Google,161,42
addaxdatascience.com,89,25
github.com,47,23
chatgpt.com,7,2
gemini.google.com,6,3
wildlabs.net,4,3
yandex.ru,2,2
cn.bing.com,2,2
com.google.android.gm,1,1
wadas.it,1,1
