url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,18,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,12,10
/PetervanLunteren/addaxai,12,1
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,9,6
/PetervanLunteren/AddaxAI/issues,7,2
/PetervanLunteren/AddaxAI/issues/92,7,2
/PetervanLunteren/AddaxAI/issues/80,6,1
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,5,4
/PetervanLunteren/AddaxAI/tree/main/model_info,4,3
/PetervanLunteren/AddaxAI/tree/main,4,1
