referrer,views_total,views_unique
Google,74,30
addaxdatascience.com,63,21
github.com,59,8
Bing,17,5
ecosia.org,4,1
linkedin.com,4,1
m365.cloud.microsoft,3,2
vk.com,3,1
mail.ru,3,1
forum.addaxai.com,2,2
