time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-14 00:00:00+00:00,18,14,70,12
2025-07-15 00:00:00+00:00,30,19,147,15
2025-07-16 00:00:00+00:00,23,17,77,17
2025-07-17 00:00:00+00:00,10,7,147,16
2025-07-18 00:00:00+00:00,10,8,28,12
2025-07-19 00:00:00+00:00,5,3,24,8
2025-07-20 00:00:00+00:00,6,6,31,12
2025-07-21 00:00:00+00:00,9,5,25,12
2025-07-22 00:00:00+00:00,6,6,87,21
2025-07-23 00:00:00+00:00,4,4,45,21
2025-07-24 00:00:00+00:00,50,28,301,20
2025-07-25 00:00:00+00:00,12,11,68,14
2025-07-26 00:00:00+00:00,4,4,9,6
2025-07-27 00:00:00+00:00,10,5,45,5
