time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,10,8,102,23
2025-04-09 00:00:00+00:00,4,3,86,22
2025-04-10 00:00:00+00:00,10,5,48,14
2025-04-11 00:00:00+00:00,33,13,26,16
2025-04-12 00:00:00+00:00,72,13,34,6
2025-04-13 00:00:00+00:00,22,9,52,15
2025-04-14 00:00:00+00:00,9,7,58,22
2025-04-15 00:00:00+00:00,9,7,69,22
2025-04-16 00:00:00+00:00,12,6,86,18
2025-04-17 00:00:00+00:00,14,8,90,23
2025-04-18 00:00:00+00:00,9,5,158,26
2025-04-19 00:00:00+00:00,11,9,19,11
2025-04-20 00:00:00+00:00,7,4,6,4
2025-04-21 00:00:00+00:00,1,1,17,9
