time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,4.0,4.0,20,7
2025-08-25 00:00:00+00:00,6.0,6.0,36,18
2025-08-26 00:00:00+00:00,9.0,8.0,15,11
2025-08-27 00:00:00+00:00,5.0,5.0,16,12
2025-08-28 00:00:00+00:00,3.0,3.0,14,9
2025-08-29 00:00:00+00:00,7.0,7.0,57,17
2025-08-30 00:00:00+00:00,7.0,7.0,9,5
2025-08-31 00:00:00+00:00,7.0,7.0,7,6
2025-09-01 00:00:00+00:00,4.0,4.0,62,19
2025-09-02 00:00:00+00:00,260.0,5.0,23,16
2025-09-03 00:00:00+00:00,265.0,6.0,128,22
2025-09-04 00:00:00+00:00,4.0,3.0,70,20
2025-09-05 00:00:00+00:00,6.0,6.0,59,20
2025-09-06 00:00:00+00:00,,,13,8
