referrer,views_total,views_unique
Google,108,26
github.com,62,14
addaxdatascience.com,55,12
support.google.com,17,8
DuckDuckGo,17,1
Bing,9,5
mail.google.com,6,1
wildlabs.net,4,4
chatgpt.com,1,1
towardsai.net,1,1
