referrer,views_total,views_unique
addaxdatascience.com,39,10
Google,37,23
github.com,28,14
Bing,15,6
statics.teams.cdn.office.net,11,2
forum.addaxai.com,8,4
wildlabs.net,8,1
nl.search.yahoo.com,5,1
dzen.ru,4,2
ya.ru,4,2
