url_path,views_total,views_unique
/PetervanLunteren/AddaxAI/issues/92,3,1
/PetervanLunteren/AddaxAI,2,2
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,2,1
/PetervanLunteren/AddaxAI/tree/main/classification_utils,2,1
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,1,1
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-intall.md,1,1
/PetervanLunteren/AddaxAI/blob/main/markdown/debug_mode.md,1,1
/PetervanLunteren/AddaxAI/issues,1,1
/PetervanLunteren/AddaxAI/issues/56,1,1
