referrer,views_total,views_unique
github.com,124,22
Google,110,24
addaxdatascience.com,71,20
yandex.ru,7,1
com.google.android.gm,5,2
wildlabs.net,3,3
web.telegram.org,2,2
chatgpt.com,2,1
gist.github.com,1,1
huggingface.co,1,1
