time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-15 00:00:00+00:00,7,6,46,15
2025-08-16 00:00:00+00:00,7,7,15,6
2025-08-17 00:00:00+00:00,7,7,24,11
2025-08-18 00:00:00+00:00,3,3,38,19
2025-08-19 00:00:00+00:00,7,6,13,9
2025-08-20 00:00:00+00:00,4,4,11,8
2025-08-21 00:00:00+00:00,6,6,24,9
2025-08-22 00:00:00+00:00,4,4,52,19
2025-08-23 00:00:00+00:00,3,3,33,9
2025-08-24 00:00:00+00:00,4,4,20,7
2025-08-25 00:00:00+00:00,6,6,36,18
2025-08-26 00:00:00+00:00,9,8,15,11
2025-08-27 00:00:00+00:00,5,5,16,12
2025-08-28 00:00:00+00:00,2,2,14,9
