referrer,views_total,views_unique
Google,141,50
github.com,82,19
addaxdatascience.com,33,13
Bing,24,6
chatgpt.com,16,3
Yahoo,8,3
forum.addaxai.com,5,2
perplexity.ai,3,1
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
